Jan-1950,-1.5,2,0,0,78.8
Feb-1950,-1.3,1,0,0,78.1
Mar-1950,-1.2,2,1,0,79.2
Apr-1950,-1.2,2,0,0,80.5
May-1950,-1.1,6,3,2,80.7
Jun-1950,-0.9,9,3,2,80.2
Jul-1950,-0.5,13,9,2,79.9
Aug-1950,-0.4,9,7,2,81.1
Sep-1950,-0.4,17,8,3,80.3
Oct-1950,-0.4,12,7,3,80.4
Nov-1950,-0.6,7,4,3,79.8
Dec-1950,-0.8,7,3,0,79.7
Jan-1951,-0.8,8,2,0,79.4
Feb-1951,-0.5,5,4,3,79.6
Mar-1951,-0.2,7,2,0,79.7
Apr-1951,0.2,6,2,1,79.9
May-1951,0.4,1,0,0,80.6
Jun-1951,0.6,2,1,0,82
Jul-1951,0.7,10,3,1,81.4
Aug-1951,0.9,17,10,6,80.3
Sep-1951,1,6,2,0,82.5
Oct-1951,1.2,12,7,4,82
Nov-1951,1,8,4,2,81.6
Dec-1951,0.8,7,3,2,80.8
Jan-1952,0.5,2,0,0,79.1
Feb-1952,0.4,0,0,0,79.5
Mar-1952,0.3,0,0,0,79.6
Apr-1952,0.3,2,0,0,80.8
May-1952,0.2,5,3,1,81.6
Jun-1952,0,3,0,0,81.9
Jul-1952,-0.1,11,8,2,81.5
Aug-1952,0,12,10,3,80.4
Sep-1952,0.2,9,9,7,80.4
Oct-1952,0.1,14,8,5,80.1
Nov-1952,0,14,9,5,80
Dec-1952,0.1,9,4,1,80
Jan-1953,0.4,1,0,0,79.1
Feb-1953,0.6,6,4,1,78.4
Mar-1953,0.6,2,0,0,79.3
Apr-1953,0.7,1,0,0,80.5
May-1953,0.8,5,0,0,81.2
Jun-1953,0.8,2,1,0,82.1
Jul-1953,0.7,6,5,3,82
Aug-1953,0.7,13,11,9,80.5
Sep-1953,0.8,10,7,5,81.2
Oct-1953,0.8,11,6,5,81.6
Nov-1953,0.8,6,6,3,81.3
Dec-1953,0.8,8,3,0,80.2
Jan-1954,0.8,2,1,1,79.4
Feb-1954,0.5,3,1,0,79.7
Mar-1954,0,0,0,0,80.1
Apr-1954,-0.4,2,1,0,81.2
May-1954,-0.5,2,0,0,81.5
Jun-1954,-0.5,6,1,1,82.2
Jul-1954,-0.6,7,2,0,82.3
Aug-1954,-0.8,10,7,3,81
Sep-1954,-0.9,15,10,6,79.9
Oct-1954,-0.8,16,7,3,80.5
Nov-1954,-0.7,9,5,4,80.8
Dec-1954,-0.7,6,2,0,80
Jan-1955,-0.7,7,4,3,78.8
Feb-1955,-0.6,3,1,0,79.4
Mar-1955,-0.7,1,1,0,80.2
Apr-1955,-0.8,3,1,0,80.5
May-1955,-0.8,4,3,0,80.7
Jun-1955,-0.7,5,2,1,81.1
Jul-1955,-0.7,13,9,7,80.3
Aug-1955,-0.7,7,5,2,81.3
Sep-1955,-1.1,17,13,6,80.2
Oct-1955,-1.4,9,7,5,81
Nov-1955,-1.7,9,5,0,81.2
Dec-1955,-1.5,3,2,1,80
Jan-1956,-1.1,2,1,0,78.2
Feb-1956,-0.8,3,1,1,78.8
Mar-1956,-0.6,3,0,0,79.5
Apr-1956,-0.5,3,1,0,80.4
May-1956,-0.5,8,5,2,80.8
Jun-1956,-0.5,5,2,0,81.4
Jul-1956,-0.6,8,5,3,80.6
Aug-1956,-0.6,10,4,1,80.9
Sep-1956,-0.5,17,13,6,79.7
Oct-1956,-0.4,13,7,1,81
Nov-1956,-0.4,13,11,4,81.4
Dec-1956,-0.4,11,4,2,79.9
Jan-1957,-0.2,7,1,0,79.3
Feb-1957,0.1,3,0,0,78.5
Mar-1957,0.4,3,1,0,79.8
Apr-1957,0.7,2,1,0,80.6
May-1957,0.9,1,1,1,81.8
Jun-1957,1.1,4,2,1,82.1
Jul-1957,1.3,5,4,1,82.3
Aug-1957,1.3,10,8,1,81.6
Sep-1957,1.3,12,8,2,81.4
Oct-1957,1.4,14,10,6,81.1
Nov-1957,1.5,9,6,5,81.1
Dec-1957,1.7,3,1,0,80.5
Jan-1958,1.8,3,1,1,79
Feb-1958,1.7,2,2,0,78.9
Mar-1958,1.3,0,0,0,79.9
Apr-1958,0.9,4,1,0,80.4
May-1958,0.7,5,2,0,80.7
Jun-1958,0.6,7,3,3,80.4
Jul-1958,0.6,11,7,3,80.5
Aug-1958,0.4,12,6,4,81.3
Sep-1958,0.4,14,8,5,80.8
Oct-1958,0.4,13,7,4,81.3
Nov-1958,0.5,10,5,2,80.9
Dec-1958,0.6,3,2,1,79.9
Jan-1959,0.6,2,1,1,78.5
Feb-1959,0.6,0,0,0,78.9
Mar-1959,0.5,2,1,0,79.3
Apr-1959,0.3,3,1,1,79.8
May-1959,0.2,0,0,0,80.7
Jun-1959,-0.1,1,0,0,82.1
Jul-1959,-0.2,6,3,0,81.6
Aug-1959,-0.3,11,9,5,81
Sep-1959,-0.1,14,10,7,80.5
Oct-1959,0,10,3,2,81
Nov-1959,0,7,5,1,81
Dec-1959,0,4,1,1,80.2
Jan-1960,-0.1,4,1,0,78.8
Feb-1960,-0.1,0,0,0,79.8
Mar-1960,-0.1,2,1,1,79.5
Apr-1960,0,2,0,0,81.7
May-1960,0,9,2,1,81.3
Jun-1960,0,8,2,0,81.4
Jul-1960,0.1,11,3,1,81.4
Aug-1960,0.2,18,9,1,80.2
Sep-1960,0.3,12,11,1,81
Oct-1960,0.2,13,9,5,80.4
Nov-1960,0.1,14,6,1,81
Dec-1960,0.1,6,6,3,80.6
Jan-1961,0,8,4,1,79.4
Feb-1961,0,4,2,0,80.1
Mar-1961,0,4,4,0,79.6
Apr-1961,0.1,3,2,1,80.8
May-1961,0.2,5,4,0,81.2
Jun-1961,0.3,8,3,1,80.9
Jul-1961,0.1,10,4,0,80.9
Aug-1961,-0.1,14,8,4,79.7
Sep-1961,-0.3,11,8,4,80.4
Oct-1961,-0.3,18,11,5,79.8
Nov-1961,-0.2,6,2,2,80.4
Dec-1961,-0.2,6,2,2,80
Jan-1962,-0.2,1,1,1,79.5
Feb-1962,-0.2,2,1,1,78.8
Mar-1962,-0.2,2,2,0,80.4
Apr-1962,-0.3,7,4,3,80.4
May-1962,-0.3,6,3,2,81.5
Jun-1962,-0.2,7,5,2,81.1
Jul-1962,0,17,11,6,81
Aug-1962,-0.1,12,9,6,81.5
Sep-1962,-0.1,12,8,4,82.5
Oct-1962,-0.2,12,6,3,82.4
Nov-1962,-0.3,5,1,1,82.9
Dec-1962,-0.4,8,4,3,81.4
Jan-1963,-0.4,7,6,5,78.8
Feb-1963,-0.2,6,4,3,78.8
Mar-1963,0.2,3,1,0,80.4
Apr-1963,0.3,7,6,3,80.5
May-1963,0.3,13,8,5,80.9
Jun-1963,0.5,9,4,0,82
Jul-1963,0.9,11,6,2,80.6
Aug-1963,1.1,13,5,0,81.2
Sep-1963,1.2,13,6,4,80.9
Oct-1963,1.3,9,9,5,80.5
Nov-1963,1.4,7,3,0,80.3
Dec-1963,1.3,9,6,2,79
Jan-1964,1.1,3,0,0,80.8
Feb-1964,0.6,2,1,0,79
Mar-1964,0.1,1,1,0,79.5
Apr-1964,-0.3,6,5,4,80.8
May-1964,-0.6,15,7,5,80.4
Jun-1964,-0.6,7,5,0,83.6
Jul-1964,-0.6,13,9,2,82.4
Aug-1964,-0.7,10,6,2,81.2
Sep-1964,-0.8,15,10,5,81.5
Oct-1964,-0.8,14,6,2,81.8
Nov-1964,-0.8,5,2,1,82.1
Dec-1964,-0.8,9,3,1,80.2
Jan-1965,-0.6,11,6,5,78.8
Feb-1965,-0.3,2,0,0,79.2
Mar-1965,-0.1,0,0,0,79.4
Apr-1965,0.2,0,0,0,80.6
May-1965,0.5,0,0,0,80.8
Jun-1965,0.8,6,1,0,80.5
Jul-1965,1.2,18,10,5,80.3
Aug-1965,1.5,5,2,1,82.4
Sep-1965,1.9,11,9,6,81.3
Oct-1965,2,9,4,3,81.1
Nov-1965,2,7,5,0,80.4
Dec-1965,1.7,4,0,0,80.8
Jan-1966,1.4,3,0,0,79.8
Feb-1966,1.2,0,0,0,79.9
Mar-1966,1,2,0,0,79.8
Apr-1966,0.7,0,0,0,82.6
May-1966,0.4,1,0,0,82.3
Jun-1966,0.2,7,3,1,82.8
Jul-1966,0.2,8,2,0,83.1
Aug-1966,0.1,13,9,4,82.9
Sep-1966,-0.1,14,11,5,80.2
Oct-1966,-0.1,11,3,1,81.7
Nov-1966,-0.2,14,5,1,81
Dec-1966,-0.3,4,1,0,81
Jan-1967,-0.4,6,4,1,79.7
Feb-1967,-0.5,4,0,0,80.4
Mar-1967,-0.5,10,2,2,79.5
Apr-1967,-0.4,9,5,0,80.1
May-1967,-0.2,5,3,1,81.5
Jun-1967,0,17,10,2,80.2
Jul-1967,0,17,7,2,79.7
Aug-1967,-0.2,14,9,5,80.2
Sep-1967,-0.3,16,13,8,80.6
Oct-1967,-0.4,10,8,6,80.8
Nov-1967,-0.3,7,4,2,79.3
Dec-1967,-0.4,2,0,0,79.3
Jan-1968,-0.6,5,3,2,81.3
Feb-1968,-0.7,7,5,3,79.9
Mar-1968,-0.6,6,0,0,81.5
Apr-1968,-0.4,2,2,0,80.6
May-1968,0,3,1,0,81.5
Jun-1968,0.3,6,5,2,80.9
Jul-1968,0.6,13,9,3,80.2
Aug-1968,0.5,15,11,6,80.6
Sep-1968,0.4,16,10,4,80.5
Oct-1968,0.5,13,11,9,80.8
Nov-1968,0.7,11,8,5,81.5
Dec-1968,1,3,0,0,80.6
Jan-1969,1.1,1,0,0,78.8
Feb-1969,1.1,1,1,1,78.4
Mar-1969,0.9,3,1,1,80.8
Apr-1969,0.8,4,3,0,82.4
May-1969,0.6,6,2,1,82
Jun-1969,0.4,1,0,0,84.6
Jul-1969,0.4,15,10,4,83.2
Aug-1969,0.5,12,11,4,82.1
Sep-1969,0.8,12,6,2,83.9
Oct-1969,0.9,11,8,6,82.6
Nov-1969,0.8,13,6,3,83
Dec-1969,0.6,7,3,2,81.2
Jan-1970,0.5,7,5,4,80.2
Feb-1970,0.3,3,0,0,80.5
Mar-1970,0.3,2,1,0,81.6
Apr-1970,0.2,1,0,0,82.3
May-1970,0,1,1,0,83.5
Jun-1970,-0.3,6,2,2,82.9
Jul-1970,-0.6,9,4,2,81.8
Aug-1970,-0.8,10,4,2,82
Sep-1970,-0.8,16,8,2,81.8
Oct-1970,-0.7,14,6,0,82.4
Nov-1970,-0.9,8,6,2,83.6
Dec-1970,-1.1,6,3,0,82
Jan-1971,-1.4,8,2,0,81
Feb-1971,-1.4,3,2,1,80.1
Mar-1971,-1.1,8,3,2,81.2
Apr-1971,-0.8,8,1,0,82.7
May-1971,-0.7,12,6,3,82
Jun-1971,-0.7,9,3,0,83.4
Jul-1971,-0.8,14,8,3,83.1
Aug-1971,-0.8,9,6,4,83.4
Sep-1971,-0.8,11,7,1,84.2
Oct-1971,-0.9,9,4,2,83.8
Nov-1971,-1,10,6,1,84.4
Dec-1971,-0.9,3,1,0,83.1
Jan-1972,-0.7,4,2,2,82.6
Feb-1972,-0.4,3,1,1,82
Mar-1972,0.1,6,2,0,81.7
Apr-1972,0.4,0,0,0,80.8
May-1972,0.7,3,2,0,79.7
Jun-1972,0.9,4,1,1,80.2
Jul-1972,1.1,14,8,6,80.1
Aug-1972,1.4,13,8,5,80.1
Sep-1972,1.6,8,5,3,81.3
Oct-1972,1.8,7,3,0,80.6
Nov-1972,2.1,2,1,0,80.1
Dec-1972,2.1,5,3,0,79.7
Jan-1973,1.8,2,0,0,77.6
Feb-1973,1.2,2,0,0,78.4
Mar-1973,0.5,0,0,0,79.5
Apr-1973,-0.1,0,0,0,81.3
May-1973,-0.5,2,1,0,81.5
Jun-1973,-0.9,4,2,0,82.4
Jul-1973,-1.1,7,3,3,82.8
Aug-1973,-1.3,9,6,3,81.6
Sep-1973,-1.5,11,6,0,81.9
Oct-1973,-1.7,14,10,7,81.3
Nov-1973,-1.9,3,1,0,81.9
Dec-1973,-2,11,7,0,80.9
Jan-1974,-1.8,5,3,0,79.4
Feb-1974,-1.6,2,1,0,80.5
Mar-1974,-1.2,8,5,4,79.3
Apr-1974,-1,8,4,3,81.5
May-1974,-0.9,8,4,2,81.3
Jun-1974,-0.8,10,6,2,82.2
Jul-1974,-0.5,14,6,3,80.8
Aug-1974,-0.4,13,10,8,80.5
