Date,Max,Min,Average,Precipitation
7/8/1949,89,76,82.5,T
7/9/1949,88,75,81.5,0.05
7/10/1949,88,74,81,1.84
7/11/1949,89,76,82.5,0.16
7/12/1949,88,75,81.5,0.18
7/13/1949,88,77,82.5,0.03
7/14/1949,89,78,83.5,0.19
7/15/1949,88,75,81.5,0.24
7/16/1949,87,74,80.5,0.17
7/17/1949,86,72,79,1.06
7/18/1949,85,72,78.5,0.43
7/19/1949,84,75,79.5,0.25
7/20/1949,83,74,78.5,0.32
7/21/1949,86,75,80.5,T
7/22/1949,87,74,80.5,0.4
7/23/1949,81,71,76,0.64
7/24/1949,81,70,75.5,1.8
7/25/1949,85,74,79.5,0.35
7/26/1949,87,76,81.5,0.05
7/27/1949,87,76,81.5,0.04
7/28/1949,89,77,83,0
7/29/1949,89,73,81,0.26
7/30/1949,87,72,79.5,0
7/31/1949,86,76,81,0.06
8/1/1949,87,74,80.5,0.28
8/2/1949,87,76,81.5,0.05
8/3/1949,88,76,82,T
8/4/1949,88,78,83,T
8/5/1949,88,77,82.5,0.04
8/6/1949,88,76,82,0.07
8/7/1949,88,76,82,0.26
8/8/1949,87,76,81.5,0.05
8/9/1949,87,75,81,0.12
8/10/1949,89,75,82,0.11
8/11/1949,87,74,80.5,0.61
8/12/1949,86,78,82,0.05
8/13/1949,87,76,81.5,0.13
8/14/1949,88,78,83,0.01
8/15/1949,87,74,80.5,0.87
8/16/1949,89,70,79.5,1.7
8/17/1949,87,77,82,0.01
8/18/1949,88,77,82.5,0.4
8/19/1949,88,75,81.5,0.21
8/20/1949,87,76,81.5,0.21
8/21/1949,87,78,82.5,0.08
8/22/1949,88,76,82,0.03
8/23/1949,89,79,84,0.15
8/24/1949,89,77,83,0.01
8/25/1949,89,77,83,0.14
8/26/1949,87,73,80,1.62
8/27/1949,86,75,80.5,0.59
8/28/1949,87,74,80.5,1.32
8/29/1949,89,74,81.5,T
8/30/1949,81,71,76,2.03
8/31/1949,84,70,77,1.51
9/1/1949,87,75,81,T
9/2/1949,89,78,83.5,T
9/3/1949,90,76,83,0
9/4/1949,86,75,80.5,0
9/5/1949,89,76,82.5,0.37
9/6/1949,90,76,83,T
9/7/1949,87,76,81.5,0.05
9/8/1949,82,72,77,3.23
9/9/1949,84,73,78.5,0.57
9/10/1949,80,74,77,1.3
9/11/1949,86,75,80.5,0.51
9/12/1949,85,75,80,0
9/13/1949,87,75,81,0.54
9/14/1949,83,74,78.5,2.06
9/15/1949,86,74,80,0.17
9/16/1949,87,76,81.5,0.14
9/17/1949,85,73,79,1.29
9/18/1949,84,74,79,0.21
9/19/1949,88,75,81.5,0.05
9/20/1949,89,74,81.5,0.02
9/21/1949,87,75,81,0.62
9/22/1949,87,75,81,0.1
9/23/1949,86,79,82.5,0.01
9/24/1949,86,78,82,0
9/25/1949,86,73,79.5,0.44
9/26/1949,87,78,82.5,0.03
9/27/1949,88,75,81.5,0.09
9/28/1949,87,76,81.5,0.16
9/29/1949,83,73,78,1.12
9/30/1949,82,72,77,1.1
10/1/1949,87,73,80,0.2
10/2/1949,87,75,81,0.2
10/3/1949,85,72,78.5,1.11
10/4/1949,86,74,80,0.32
10/5/1949,87,76,81.5,T
10/6/1949,87,76,81.5,0.23
10/7/1949,89,74,81.5,0
10/8/1949,88,77,82.5,0
10/9/1949,88,76,82,T
10/10/1949,88,76,82,0.04
10/11/1949,85,77,81,0.09
10/12/1949,88,78,83,0.06
10/13/1949,87,76,81.5,0.42
10/14/1949,81,72,76.5,0.55
10/15/1949,89,72,80.5,0.21
10/16/1949,88,76,82,0.44
10/17/1949,85,76,80.5,0.24
10/18/1949,86,75,80.5,0.77
10/19/1949,82,73,77.5,2.03
10/20/1949,86,75,80.5,0.26
10/21/1949,85,76,80.5,T
10/22/1949,82,74,78,1.65
10/23/1949,82,73,77.5,2.33
10/24/1949,82,74,78,0.53
10/25/1949,86,77,81.5,T
10/26/1949,86,76,81,0.02
10/27/1949,86,78,82,0.03
10/28/1949,86,78,82,T
10/29/1949,88,77,82.5,0.3
10/30/1949,87,75,81,0.59
10/31/1949,83,76,79.5,0.03
11/1/1949,86,76,81,0.09
11/2/1949,86,74,80,0.22
11/3/1949,86,75,80.5,0.37
11/4/1949,87,75,81,0.24
11/5/1949,86,76,81,0.08
11/6/1949,87,77,82,0.01
11/7/1949,88,76,82,0.04
11/8/1949,87,78,82.5,0.04
11/9/1949,87,75,81,0.11
11/10/1949,86,75,80.5,T
11/11/1949,87,75,81,0.03
11/12/1949,87,76,81.5,T
11/13/1949,87,76,81.5,0.01
11/14/1949,86,75,80.5,0.1
11/15/1949,88,77,82.5,0.01
11/16/1949,86,75,80.5,0.51
11/17/1949,82,76,79,1.57
11/18/1949,83,76,79.5,0.15
11/19/1949,84,76,80,0.16
11/20/1949,82,72,77,1.47
11/21/1949,81,76,78.5,0.21
11/22/1949,86,76,81,0
11/23/1949,85,76,80.5,T
11/24/1949,85,76,80.5,0
11/25/1949,85,76,80.5,0.01
11/26/1949,86,74,80,0.27
11/27/1949,85,76,80.5,0.01
11/28/1949,86,75,80.5,0.07
11/29/1949,85,76,80.5,0.08
11/30/1949,85,78,81.5,0.03
12/1/1949,85,76,80.5,0.05
12/2/1949,85,76,80.5,0.2
12/3/1949,87,76,81.5,0.05
12/4/1949,86,76,81,T
12/5/1949,85,74,79.5,0.04
12/6/1949,88,75,81.5,0.04
12/7/1949,85,78,81.5,0
12/8/1949,85,78,81.5,0
12/9/1949,85,76,80.5,T
12/10/1949,85,76,80.5,0.03
12/11/1949,84,74,79,0.12
12/12/1949,86,76,81,T
12/13/1949,86,75,80.5,0.19
12/14/1949,85,74,79.5,0
12/15/1949,85,75,80,0.2
12/16/1949,85,74,79.5,0.28
12/17/1949,86,77,81.5,0.01
12/18/1949,86,75,80.5,T
12/19/1949,86,77,81.5,0.02
12/20/1949,86,76,81,0.02
12/21/1949,85,76,80.5,0.02
12/22/1949,84,72,78,0.12
12/23/1949,83,73,78,0.27
12/24/1949,84,72,78,0.17
12/25/1949,85,73,79,0.12
12/26/1949,86,76,81,0.05
12/27/1949,83,73,78,0.19
12/28/1949,84,78,81,T
12/29/1949,83,74,78.5,0.1
12/30/1949,82,75,78.5,0.15
12/31/1949,87,75,81,0.06
1/1/1950,84,74,79,0.09
1/2/1950,86,74,80,0.02
1/3/1950,84,75,79.5,0.05
1/4/1950,85,75,80,0
1/5/1950,85,74,79.5,0.01
1/6/1950,84,77,80.5,0.05
1/7/1950,84,75,79.5,0.31
1/8/1950,84,75,79.5,0.01
1/9/1950,85,72,78.5,0
1/10/1950,84,75,79.5,0
1/11/1950,84,74,79,0.01
1/12/1950,83,72,77.5,0.05
1/13/1950,83,72,77.5,0.2
1/14/1950,81,71,76,0.31
1/15/1950,83,74,78.5,0.11
1/16/1950,85,75,80,0.06
1/17/1950,83,72,77.5,0.09
1/18/1950,82,73,77.5,0.12
1/19/1950,84,74,79,0
1/20/1950,84,74,79,0
1/21/1950,84,73,78.5,0
1/22/1950,84,72,78,T
1/23/1950,84,76,80,0
1/24/1950,85,76,80.5,0
1/25/1950,84,74,79,0
1/26/1950,84,73,78.5,0
1/27/1950,83,76,79.5,T
1/28/1950,83,74,78.5,0
1/29/1950,84,70,77,0.15
1/30/1950,82,70,76,0.03
1/31/1950,84,75,79.5,T
2/1/1950,83,71,77,0.04
2/2/1950,84,70,77,0.18
2/3/1950,83,70,76.5,0.08
2/4/1950,84,72,78,0
2/5/1950,85,71,78,0.14
2/6/1950,84,70,77,0.29
2/7/1950,83,73,78,0.17
2/8/1950,84,74,79,T
2/9/1950,84,76,80,0
2/10/1950,84,75,79.5,0.06
2/11/1950,83,73,78,0.05
2/12/1950,84,74,79,0.02
2/13/1950,84,72,78,0.2
2/14/1950,84,72,78,0
2/15/1950,85,71,78,0.04
2/16/1950,84,72,78,0
2/17/1950,84,71,77.5,0.02
2/18/1950,85,73,79,0.02
2/19/1950,84,71,77.5,0.04
2/20/1950,84,71,77.5,0.03
2/21/1950,83,74,78.5,0.01
2/22/1950,85,72,78.5,0.06
2/23/1950,84,72,78,0.09
2/24/1950,84,71,77.5,T
2/25/1950,84,73,78.5,0.11
2/26/1950,84,74,79,0.1
2/27/1950,85,70,77.5,0.03
2/28/1950,84,74,79,0.01
3/1/1950,86,73,79.5,0.01
3/2/1950,84,72,78,0.14
3/3/1950,84,73,78.5,0.13
3/4/1950,84,71,77.5,T
3/5/1950,85,71,78,T
3/6/1950,85,72,78.5,0.02
3/7/1950,83,74,78.5,0.01
3/8/1950,86,74,80,0.02
3/9/1950,85,76,80.5,0
3/10/1950,85,73,79,0.01
3/11/1950,85,73,79,0
3/12/1950,84,74,79,0.04
3/13/1950,83,73,78,0.19
3/14/1950,85,75,80,0.06
3/15/1950,83,75,79,0
3/16/1950,84,74,79,0.09
3/17/1950,84,75,79.5,0
3/18/1950,86,74,80,T
3/19/1950,84,75,79.5,T
3/20/1950,85,72,78.5,0
3/21/1950,85,73,79,0
3/22/1950,86,75,80.5,0.06
3/23/1950,84,73,78.5,0.57
3/24/1950,86,75,80.5,T
3/25/1950,85,73,79,0.19
3/26/1950,85,76,80.5,0
3/27/1950,85,74,79.5,0.02
3/28/1950,86,73,79.5,0
3/29/1950,87,73,80,0
3/30/1950,85,71,78,0.37
3/31/1950,86,73,79.5,0.04
4/1/1950,85,74,79.5,0.02
4/2/1950,86,75,80.5,0
4/3/1950,85,76,80.5,T
4/4/1950,85,75,80,0.09
4/5/1950,86,76,81,0
4/6/1950,86,74,80,T
4/7/1950,86,72,79,T
4/8/1950,86,76,81,0.03
4/9/1950,85,71,78,0.04
4/10/1950,87,73,80,0
4/11/1950,85,74,79.5,0
4/12/1950,85,73,79,0.02
4/13/1950,85,73,79,0
4/14/1950,89,72,80.5,0
4/15/1950,88,74,81,0.12
4/16/1950,86,74,80,0.04
4/17/1950,86,75,80.5,0.35
4/18/1950,86,76,81,0
4/19/1950,86,76,81,0
4/20/1950,87,74,80.5,0.02
4/21/1950,87,76,81.5,0
4/22/1950,87,75,81,T
4/23/1950,87,77,82,0.02
4/24/1950,86,76,81,0.04
4/25/1950,86,76,81,0.04
4/26/1950,86,75,80.5,0.27
4/27/1950,87,77,82,T
4/28/1950,86,75,80.5,0
4/29/1950,87,76,81.5,T
4/30/1950,86,76,81,0.01
5/1/1950,84,72,78,T
5/2/1950,87,77,82,T
5/3/1950,85,79,82,0
5/4/1950,86,73,79.5,0.97
5/5/1950,86,73,79.5,1.08
5/6/1950,86,74,80,0.02
5/7/1950,87,75,81,0.11
5/8/1950,85,75,80,0.36
5/9/1950,81,75,78,4.42
5/10/1950,85,77,81,0.14
5/11/1950,82,76,79,0.41
5/12/1950,85,78,81.5,0
5/13/1950,86,77,81.5,T
5/14/1950,86,77,81.5,0.03
5/15/1950,86,76,81,0.07
5/16/1950,87,76,81.5,0.04
5/17/1950,85,76,80.5,0.01
5/18/1950,85,75,80,0.06
5/19/1950,85,76,80.5,0
5/20/1950,87,78,82.5,0
5/21/1950,87,78,82.5,T
5/22/1950,87,74,80.5,0.2
5/23/1950,86,76,81,0.06
5/24/1950,87,77,82,0.05
5/25/1950,84,78,81,0.01
5/26/1950,87,75,81,0.01
5/27/1950,88,76,82,0.04
5/28/1950,86,77,81.5,0.03
5/29/1950,87,74,80.5,0.25
5/30/1950,85,74,79.5,0.17
5/31/1950,86,76,81,0.21
6/1/1950,87,74,80.5,0.44
6/2/1950,85,74,79.5,1.19
6/3/1950,85,74,79.5,0.01
6/4/1950,85,73,79,0.32
6/5/1950,86,76,81,0
6/6/1950,85,75,80,0.1
6/7/1950,86,77,81.5,T
6/8/1950,85,78,81.5,0
6/9/1950,86,75,80.5,0
6/10/1950,86,77,81.5,T
6/11/1950,86,73,79.5,0.25
6/12/1950,87,76,81.5,0.08
6/13/1950,85,74,79.5,0.18
6/14/1950,86,79,82.5,0.02
6/15/1950,84,74,79,0.44
6/16/1950,86,76,81,0.07
6/17/1950,86,76,81,0.22
6/18/1950,86,76,81,0.02
6/19/1950,83,75,79,0.15
6/20/1950,82,74,78,0.64
6/21/1950,83,73,78,0.3
6/22/1950,87,78,82.5,0.02
6/23/1950,86,75,80.5,0
6/24/1950,87,74,80.5,0.14
6/25/1950,86,74,80,0.39
6/26/1950,82,73,77.5,2.15
6/27/1950,88,74,81,0.07
6/28/1950,86,75,80.5,0.01
6/29/1950,86,73,79.5,0.11
6/30/1950,88,73,80.5,0.06
7/1/1950,86,74,80,0.41
7/2/1950,88,75,81.5,0.07
7/3/1950,84,75,79.5,0.57
7/4/1950,85,73,79,0.04
7/5/1950,88,74,81,0.13
7/6/1950,88,74,81,0.1
7/7/1950,87,76,81.5,0.05
7/8/1950,86,74,80,0.98
7/9/1950,86,74,80,0.1
7/10/1950,86,74,80,0.03
7/11/1950,88,76,82,T
7/12/1950,88,74,81,0.28
7/13/1950,82,71,76.5,1.6
7/14/1950,83,72,77.5,0.5
7/15/1950,85,73,79,T
7/16/1950,86,75,80.5,0.22
7/17/1950,86,77,81.5,T
7/18/1950,86,75,80.5,0.18
7/19/1950,80,71,75.5,2.77
7/20/1950,82,74,78,0.63
7/21/1950,86,73,79.5,0.5
7/22/1950,87,72,79.5,0
7/23/1950,87,75,81,0.2
7/24/1950,88,76,82,T
7/25/1950,84,75,79.5,0.13
7/26/1950,81,76,78.5,0.8
7/27/1950,86,76,81,0.02
7/28/1950,84,73,78.5,0.47
7/29/1950,86,76,81,0.42
7/30/1950,84,74,79,0.8
7/31/1950,86,76,81,0.17
8/1/1950,88,76,82,0.3
8/2/1950,87,74,80.5,0
8/3/1950,87,74,80.5,1.6
8/4/1950,85,73,79,0.52
8/5/1950,83,71,77,1.4
8/6/1950,85,71,78,0.61
8/7/1950,86,76,81,0.13
8/8/1950,86,77,81.5,0.04
8/9/1950,86,75,80.5,0.85
8/10/1950,86,75,80.5,0.2
8/11/1950,88,76,82,0
8/12/1950,88,76,82,0.03
8/13/1950,88,77,82.5,0.3
8/14/1950,86,75,80.5,0
8/15/1950,87,77,82,0.02
8/16/1950,88,76,82,0.65
8/17/1950,86,75,80.5,0.19
8/18/1950,86,75,80.5,0.18
8/19/1950,87,72,79.5,0.2
8/20/1950,87,74,80.5,0.15
8/21/1950,90,74,82,0.66
8/22/1950,88,76,82,0.05
8/23/1950,88,76,82,0.08
8/24/1950,90,77,83.5,0.14
8/25/1950,89,76,82.5,0.05
8/26/1950,85,76,80.5,0
8/27/1950,86,78,82,0.04
8/28/1950,85,75,80,0.12
8/29/1950,87,77,82,T
8/30/1950,88,77,82.5,0.17
8/31/1950,88,75,81.5,0.11
9/1/1950,88,75,81.5,0.45
9/2/1950,88,76,82,0.5
9/3/1950,86,75,80.5,0.78
9/4/1950,87,73,80,0.28
9/5/1950,85,74,79.5,1.33
9/6/1950,84,74,79,3.22
9/7/1950,80,73,76.5,9.28
9/8/1950,84,74,79,0.45
9/9/1950,84,72,78,0.6
9/10/1950,87,76,81.5,0.02
9/11/1950,85,72,78.5,0.68
9/12/1950,86,75,80.5,0.11
9/13/1950,87,76,81.5,0
9/14/1950,89,76,82.5,T
9/15/1950,86,75,80.5,0.45
9/16/1950,88,75,81.5,0.09
9/17/1950,86,76,81,0.03
9/18/1950,86,76,81,0.03
9/19/1950,87,74,80.5,0.41
9/20/1950,83,74,78.5,0.33
9/21/1950,86,75,80.5,0
9/22/1950,86,75,80.5,0.42
9/23/1950,86,75,80.5,0.15
9/24/1950,86,75,80.5,0.03
9/25/1950,88,74,81,0.45
9/26/1950,86,76,81,0.01
9/27/1950,87,76,81.5,0.35
9/28/1950,86,75,80.5,0.85
9/29/1950,85,73,79,0.24
9/30/1950,88,75,81.5,0.02
10/1/1950,88,75,81.5,0.2
10/2/1950,80,70,75,4.68
10/3/1950,84,72,78,0.44
10/4/1950,86,74,80,0.13
10/5/1950,86,74,80,0.24
10/6/1950,89,73,81,0.06
10/7/1950,87,73,80,0.1
10/8/1950,86,74,80,0.65
10/9/1950,89,76,82.5,0.03
10/10/1950,88,77,82.5,T
10/11/1950,88,76,82,0.26
10/12/1950,88,76,82,0.03
10/13/1950,86,76,81,0.04
10/14/1950,86,74,80,1.68
10/15/1950,85,72,78.5,0.98
10/16/1950,89,76,82.5,0.05
10/17/1950,87,75,81,0.7
10/18/1950,87,74,80.5,T
10/19/1950,87,75,81,T
10/20/1950,86,76,81,0.07
10/21/1950,87,76,81.5,T
10/22/1950,86,76,81,0.18
10/23/1950,88,76,82,0.04
10/24/1950,85,73,79,0.47
10/25/1950,85,75,80,0.23
10/26/1950,85,74,79.5,0.27
10/27/1950,84,72,78,0.62
10/28/1950,84,72,78,1.43
10/29/1950,87,76,81.5,0
10/30/1950,87,77,82,0
10/31/1950,85,74,79.5,0.49
11/1/1950,82,73,77.5,0.93
11/2/1950,83,73,78,1.22
11/3/1950,84,74,79,0.11
11/4/1950,87,74,80.5,0.01
11/5/1950,85,74,79.5,0.42
11/6/1950,80,70,75,1.86
11/7/1950,88,74,81,T
11/8/1950,85,73,79,0.14
11/9/1950,86,76,81,T
11/10/1950,86,75,80.5,0.01
11/11/1950,84,77,80.5,0.28
11/12/1950,86,76,81,0
11/13/1950,86,76,81,T
11/14/1950,86,76,81,0
11/15/1950,87,75,81,0.01
11/16/1950,86,76,81,0.18
11/17/1950,84,76,80,0.08
11/18/1950,85,72,78.5,1.6
11/19/1950,86,73,79.5,T
11/20/1950,85,76,80.5,0
11/21/1950,85,75,80,0
11/22/1950,86,73,79.5,0
11/23/1950,84,73,78.5,0.05
11/24/1950,87,76,81.5,0
11/25/1950,86,75,80.5,0
11/26/1950,86,75,80.5,0
11/27/1950,86,74,80,0
11/28/1950,86,73,79.5,T
11/29/1950,83,73,78,0.48
11/30/1950,85,75,80,T
12/1/1950,84,72,78,T
12/2/1950,86,76,81,0
12/3/1950,85,75,80,0.04
12/4/1950,85,74,79.5,0
12/5/1950,85,74,79.5,0.03
12/6/1950,84,75,79.5,T
12/7/1950,85,75,80,0.5
12/8/1950,86,77,81.5,0.03
12/9/1950,87,75,81,0.03
12/10/1950,85,75,80,0.02
12/11/1950,87,75,81,T
12/12/1950,84,75,79.5,0.03
12/13/1950,84,72,78,0.13
12/14/1950,84,77,80.5,0.04
12/15/1950,85,75,80,0.36
12/16/1950,84,75,79.5,0.13
12/17/1950,87,76,81.5,0
12/18/1950,85,73,79,0.34
12/19/1950,86,75,80.5,0.15
12/20/1950,84,76,80,0.14
12/21/1950,85,75,80,0.02
12/22/1950,86,75,80.5,0.29
12/23/1950,83,74,78.5,0.14
12/24/1950,83,72,77.5,0.93
12/25/1950,79,74,76.5,0.89
12/26/1950,84,75,79.5,0.23
12/27/1950,85,74,79.5,0
12/28/1950,85,76,80.5,0.11
12/29/1950,85,75,80,0.19
12/30/1950,85,74,79.5,0.37
12/31/1950,85,74,79.5,0.02
1/1/1951,86,74,80,0
1/2/1951,85,74,79.5,T
1/3/1951,84,73,78.5,0.43
1/4/1951,84,73,78.5,0.44
1/5/1951,85,74,79.5,0.04
1/6/1951,84,75,79.5,0.2
1/7/1951,83,75,79,0.39
1/8/1951,84,75,79.5,0.06
1/9/1951,85,75,80,0.01
1/10/1951,82,74,78,0.15
1/11/1951,84,75,79.5,0.23
1/12/1951,83,76,79.5,0.03
1/13/1951,85,77,81,T
1/14/1951,85,77,81,T
1/15/1951,85,76,80.5,0.15
1/16/1951,85,76,80.5,0.11
1/17/1951,85,75,80,0.41
1/18/1951,85,74,79.5,0.04
1/19/1951,85,76,80.5,0
1/20/1951,85,74,79.5,0.16
1/21/1951,85,74,79.5,0.01
1/22/1951,83,74,78.5,0.16
1/23/1951,83,74,78.5,0.21
1/24/1951,84,75,79.5,0.02
1/25/1951,82,75,78.5,0.46
1/26/1951,85,75,80,0.3
1/27/1951,85,75,80,0
1/28/1951,83,73,78,0.67
1/29/1951,83,73,78,0.8
1/30/1951,84,73,78.5,0
1/31/1951,86,73,79.5,0
2/1/1951,85,74,79.5,0.02
2/2/1951,86,75,80.5,1.53
2/3/1951,84,74,79,0.18
2/4/1951,88,75,81.5,0.02
2/5/1951,85,75,80,0.03
2/6/1951,84,74,79,0.02
2/7/1951,85,73,79,0.66
2/8/1951,79,72,75.5,1.19
2/9/1951,83,74,78.5,0.1
2/10/1951,83,75,79,0.19
2/11/1951,85,75,80,0
2/12/1951,86,75,80.5,0
2/13/1951,85,74,79.5,0
2/14/1951,85,75,80,0
2/15/1951,85,76,80.5,0
2/16/1951,85,76,80.5,T
2/17/1951,85,74,79.5,0
2/18/1951,85,77,81,0
2/19/1951,85,76,80.5,0.04
2/20/1951,86,76,81,0
2/21/1951,86,72,79,0.19
2/22/1951,84,72,78,0.18
2/23/1951,82,72,77,1.06
2/24/1951,86,75,80.5,0.05
2/25/1951,84,75,79.5,0.26
2/26/1951,87,75,81,0.08
2/27/1951,85,73,79,0.12
2/28/1951,86,73,79.5,0
3/1/1951,83,74,78.5,0.22
3/2/1951,86,74,80,0
3/3/1951,86,75,80.5,T
3/4/1951,85,74,79.5,0.1
3/5/1951,86,74,80,0.21
3/6/1951,86,74,80,0.09
3/7/1951,85,76,80.5,T
3/8/1951,87,72,79.5,0.51
3/9/1951,84,73,78.5,0.32
3/10/1951,84,72,78,0.55
3/11/1951,85,73,79,0.14
3/12/1951,87,74,80.5,T
3/13/1951,86,74,80,0.05
3/14/1951,86,74,80,0
3/15/1951,86,73,79.5,0.02
3/16/1951,88,73,80.5,0.19
3/17/1951,86,76,81,0
3/18/1951,88,75,81.5,T
3/19/1951,82,72,77,0.31
3/20/1951,83,74,78.5,0
3/21/1951,84,73,78.5,0.01
3/22/1951,87,75,81,0.02
3/23/1951,86,73,79.5,0.04
3/24/1951,86,72,79,0.47
3/25/1951,84,73,78.5,0.2
3/26/1951,86,73,79.5,0
3/27/1951,87,74,80.5,0.01
3/28/1951,87,75,81,0.09
3/29/1951,85,76,80.5,0.26
3/30/1951,86,74,80,0.36
3/31/1951,85,77,81,0.04
4/1/1951,85,75,80,0.25
4/2/1951,85,74,79.5,0.37
4/3/1951,85,75,80,0.17
4/4/1951,85,76,80.5,0.06
4/5/1951,86,75,80.5,0.08
4/6/1951,84,72,78,T
4/7/1951,85,76,80.5,T
4/8/1951,86,77,81.5,0.04
4/9/1951,85,75,80,0.12
4/10/1951,85,76,80.5,0.02
4/11/1951,85,74,79.5,T
4/12/1951,86,74,80,0.02
4/13/1951,86,75,80.5,0.02
4/14/1951,86,74,80,0.05
4/15/1951,85,73,79,0.3
4/16/1951,85,75,80,0.37
4/17/1951,82,72,77,3.16
4/18/1951,83,74,78.5,0.75
4/19/1951,84,75,79.5,0.19
4/20/1951,85,73,79,0.19
4/21/1951,85,74,79.5,T
4/22/1951,85,73,79,0.08
4/23/1951,85,76,80.5,T
4/24/1951,86,77,81.5,T
4/25/1951,86,77,81.5,T
4/26/1951,85,75,80,0.01
4/27/1951,86,74,80,0.07
4/28/1951,86,76,81,0.01
4/29/1951,86,77,81.5,0.07
4/30/1951,86,72,79,0.02
5/1/1951,84,73,78.5,0.05
5/2/1951,85,77,81,0
5/3/1951,85,77,81,0
5/4/1951,85,74,79.5,T
5/5/1951,87,74,80.5,0.01
5/6/1951,87,76,81.5,T
5/7/1951,86,73,79.5,T
5/8/1951,82,74,78,0.31
5/9/1951,86,73,79.5,0
5/10/1951,87,73,80,0
5/11/1951,85,72,78.5,0
5/12/1951,88,73,80.5,0
5/13/1951,86,74,80,0.01
5/14/1951,88,74,81,0
5/15/1951,87,76,81.5,0.01
5/16/1951,87,78,82.5,T
5/17/1951,88,77,82.5,0
5/18/1951,86,76,81,T
5/19/1951,86,76,81,T
5/20/1951,88,75,81.5,T
5/21/1951,86,74,80,0.01
5/22/1951,86,77,81.5,0.05
5/23/1951,88,70,79,0
5/24/1951,86,76,81,T
5/25/1951,86,75,80.5,0.05
5/26/1951,87,76,81.5,0.01
5/27/1951,86,75,80.5,0.17
5/28/1951,86,76,81,0
5/29/1951,87,77,82,0
5/30/1951,86,77,81.5,0.09
5/31/1951,86,75,80.5,0.01
6/1/1951,86,76,81,0
6/2/1951,86,76,81,T
6/3/1951,87,76,81.5,0.01
6/4/1951,86,77,81.5,0.01
6/5/1951,86,75,80.5,0.82
6/6/1951,88,79,83.5,0
6/7/1951,87,77,82,0
6/8/1951,87,76,81.5,T
6/9/1951,87,77,82,T
6/10/1951,87,76,81.5,0.01
6/11/1951,87,77,82,0
6/12/1951,87,78,82.5,0
6/13/1951,88,78,83,0
6/14/1951,88,77,82.5,T
6/15/1951,87,77,82,0.07
6/16/1951,86,75,80.5,0.07
6/17/1951,87,74,80.5,0.04
6/18/1951,88,77,82.5,T
6/19/1951,87,76,81.5,0.02
6/20/1951,89,76,82.5,T
6/21/1951,88,75,81.5,T
6/22/1951,86,76,81,0.25
6/23/1951,88,77,82.5,0
6/24/1951,88,79,83.5,0.13
6/25/1951,84,79,81.5,0.04
6/26/1951,86,79,82.5,0
6/27/1951,88,78,83,0.01
6/28/1951,90,77,83.5,0.03
6/29/1951,88,77,82.5,0.02
6/30/1951,87,78,82.5,0.03
7/1/1951,87,77,82,T
7/2/1951,88,76,82,0.17
7/3/1951,86,78,82,0.04
7/4/1951,88,72,80,0.55
7/5/1951,88,74,81,0.26
7/6/1951,90,76,83,0
7/7/1951,86,72,79,0.49
7/8/1951,87,77,82,0.1
7/9/1951,83,75,79,0.56
7/10/1951,86,75,80.5,0.33
7/11/1951,87,76,81.5,0.01
7/12/1951,87,76,81.5,0.01
7/13/1951,87,78,82.5,T
7/14/1951,87,78,82.5,0.02
7/15/1951,86,77,81.5,0.07
7/16/1951,88,79,83.5,0
7/17/1951,89,77,83,0
7/18/1951,88,75,81.5,0.08
7/19/1951,88,78,83,T
7/20/1951,87,77,82,0.03
7/21/1951,88,76,82,0.07
7/22/1951,87,75,81,0
7/23/1951,88,75,81.5,0.25
7/24/1951,89,76,82.5,0.04
7/25/1951,89,74,81.5,0.28
7/26/1951,86,74,80,1.22
7/27/1951,85,74,79.5,0.14
7/28/1951,86,75,80.5,0.08
7/29/1951,86,75,80.5,0.27
7/30/1951,88,74,81,0.35
7/31/1951,87,73,80,0.1
8/1/1951,86,76,81,0.26
8/2/1951,86,76,81,0.36
8/3/1951,83,73,78,0.48
8/4/1951,86,76,81,0.06
8/5/1951,87,77,82,0.02
8/6/1951,89,75,82,0.15
8/7/1951,82,73,77.5,1.76
8/8/1951,83,73,78,1.46
8/9/1951,87,77,82,0.01
8/10/1951,88,73,80.5,0.14
8/11/1951,79,72,75.5,2.77
8/12/1951,85,75,80,0.3
8/13/1951,86,73,79.5,0.47
8/14/1951,84,72,78,1.71
8/15/1951,85,75,80,0.23
8/16/1951,88,76,82,0
8/17/1951,88,77,82.5,0
8/18/1951,87,73,80,0.91
8/19/1951,85,73,79,0.63
8/20/1951,86,75,80.5,0.06
8/21/1951,87,75,81,1.02
8/22/1951,88,77,82.5,0.08
8/23/1951,90,76,83,0.04
8/24/1951,88,76,82,0.4
8/25/1951,86,75,80.5,0.1
8/26/1951,86,73,79.5,0.75
8/27/1951,85,72,78.5,1.59
8/28/1951,86,76,81,0.13
8/29/1951,88,77,82.5,0.09
8/30/1951,87,72,79.5,0.52
8/31/1951,84,76,80,0.3
9/1/1951,86,76,81,0.33
9/2/1951,86,76,81,0.17
9/3/1951,85,72,78.5,0.48
9/4/1951,88,77,82.5,T
9/5/1951,88,77,82.5,0.08
9/6/1951,88,77,82.5,0.35
9/7/1951,87,78,82.5,0
9/8/1951,88,78,83,0
9/9/1951,88,78,83,0.01
9/10/1951,88,78,83,0.06
9/11/1951,89,76,82.5,T
9/12/1951,89,79,84,0.01
9/13/1951,87,77,82,0.11
9/14/1951,88,78,83,T
